sample_key	GTDB_214	Sample	Resistance gene	Phenotype	source
NA	NA	SAMN43302820	tet(M)	Doxycycline, Tetracycline, Minocycline	atb
NA	NA	SAMN43302820	tet(O)	Doxycycline, Tetracycline, Minocycline	atb
NA	NA	SAMN43302821	tet(O)	Doxycycline, Tetracycline, Minocycline	atb
NA	NA	SAMN47264449	blaTEM-116	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	atb
NA	NA	SAMN47264449	erm(A)	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	atb
NA	NA	SAMN47264449	tet(O)	Doxycycline, Tetracycline, Minocycline	atb
NA	NA	SAMEA104042167	NA	NA	atb
NA	NA	SAMEA104042168	NA	NA	atb
NA	NA	SAMEA104042169	NA	NA	atb
NA	NA	SAMEA104042172	NA	NA	atb
NA	NA	SAMEA104042173	NA	NA	atb
NA	NA	SAMEA104055225	NA	NA	atb
NA	NA	SAMEA104055226	NA	NA	atb
NA	NA	SAMEA104055228	NA	NA	atb
NA	NA	SAMEA104055229	NA	NA	atb
NA	NA	SAMEA104055302	NA	NA	atb
NA	NA	SAMEA104428578	NA	NA	atb
NA	NA	SAMEA111504470	NA	NA	atb
NA	NA	SAMEA111506406	NA	NA	atb
NA	NA	SAMEA112750615	NA	NA	atb
NA	NA	SAMEA114241914	NA	NA	atb
NA	NA	SAMEA114309377	NA	NA	atb
NA	NA	SAMEA2437857	NA	NA	atb
NA	NA	SAMEA3882160	NA	NA	atb
NA	NA	SAMEA3882167	NA	NA	atb
NA	NA	SAMEA6623500	NA	NA	atb
NA	NA	SAMEA6623505	NA	NA	atb
NA	NA	SAMEA6623512	NA	NA	atb
NA	NA	SAMEA9956639	NA	NA	atb
NA	NA	SAMN02441718	NA	NA	atb
NA	NA	SAMN03197043	NA	NA	atb
NA	NA	SAMN03198039	NA	NA	atb
NA	NA	SAMN04480053	NA	NA	atb
NA	NA	SAMN06624126	NA	NA	atb
NA	NA	SAMN12797000	NA	NA	atb
NA	NA	SAMN19595174	NA	NA	atb
NA	NA	SAMN20399902	NA	NA	atb
NA	NA	SAMN20399903	NA	NA	atb
NA	NA	SAMN22091666	NA	NA	atb
NA	NA	SAMN26876585	NA	NA	atb
NA	NA	SAMN31407743	NA	NA	atb
NA	NA	SAMN41336369	NA	NA	atb
NA	NA	SAMN41337658	NA	NA	atb
