sample_key	GTDB_214	Sample	Resistance gene	Phenotype	source
NA	NA	SAMN41328995	tetB(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41336162	msr(D)	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	atb
NA	NA	SAMN41336162	mef(A)	Erythromycin, Azithromycin	atb
NA	NA	SAMN41336162	lsa(C)	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	atb
NA	NA	SAMN41336162	tetA(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41336162	tetB(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41336162	tet(M)	Doxycycline, Tetracycline, Minocycline	atb
NA	NA	SAMN41594588	msr(D)	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	atb
NA	NA	SAMN41594588	mef(A)	Erythromycin, Azithromycin	atb
NA	NA	SAMN41594588	tetA(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41594588	tetB(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41594588	tet(M)	Doxycycline, Tetracycline, Minocycline	atb
NA	NA	SAMN41594589	msr(D)	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	atb
NA	NA	SAMN41594589	mef(A)	Erythromycin, Azithromycin	atb
NA	NA	SAMN41594589	tetA(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41594589	tetB(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41594589	tet(M)	Doxycycline, Tetracycline, Minocycline	atb
NA	NA	SAMN41594590	msr(D)	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	atb
NA	NA	SAMN41594590	mef(A)	Erythromycin, Azithromycin	atb
NA	NA	SAMN41594590	tetA(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41594590	tetB(46)	Doxycycline, Tetracycline, Tigecycline	atb
NA	NA	SAMN41594590	tet(M)	Doxycycline, Tetracycline, Minocycline	atb
